timestamp,Basel Temperature [2 m elevation corrected],Basel Temperature [2 m elevation corrected],Basel Temperature [2 m elevation corrected],Basel Precipitation Total,Basel Snowfall Amount
20160514T0000,48.848953,58.35295,55.120453,2.2000003,0
20160515T0000,41.41495,54.194954,47.72995,0.3,0
20160516T0000,40.010952,55.18495,48.764202,1.1,0
20160517T0000,44.168953,61.844948,53.562702,0.5,0
20160518T0000,46.67095,68.37895,58.21345,5.5,0
20160519T0000,48.236954,55.99495,52.42796,7.2999997,0
20160520T0000,40.92895,67.47895,56.416447,0,0
20160521T0000,53.09695,75.77695,64.93795,0,0
20160522T0000,54.932953,79.26895,65.7712,0.5,0
20160523T0000,48.56095,52.84495,50.8102,14.4,0
20160524T0000,47.62495,60.54895,53.03996,0,0
20160525T0000,47.426952,69.926956,59.8582,0,0
20160526T0000,55.50895,75.47095,66.8527,0.3,0
20160527T0000,59.486954,77.88295,68.86345,0,0
20160528T0000,59.21695,77.36095,67.993454,3,0
20160529T0000,56.516953,65.76895,61.51346,6.5,0
20160530T0000,56.76895,66.056946,61.158703,8,0
20160531T0000,55.07695,65.51695,59.421707,4.9,0
20160601T0000,53.708954,67.83895,61.19395,0.4,0
20160602T0000,55.61695,68.03695,59.98495,13.100001,0
20160603T0000,54.96895,61.952953,58.892197,3.2,0
20160604T0000,55.02295,67.60495,61.0237,0.5,0
20160605T0000,55.958954,66.650955,61.710697,3.6,0
20160606T0000,55.31095,75.974945,66.08995,0,0
20160607T0000,60.134953,75.02095,67.2157,0.70000005,0
20160608T0000,57.39895,67.40695,62.70371,3.2,0
20160609T0000,56.24695,69.67495,63.562454,1.3,0
20160610T0000,53.42095,74.60695,65.2627,0,0
20160611T0000,59.39695,67.38895,63.886448,3.3999999,0
20160612T0000,57.20095,62.996952,60.62845,6.4999995,0
20160613T0000,55.25695,62.67295,58.8562,9.600001,0
20160614T0000,53.456955,63.41095,58.8457,1.6,0
20160615T0000,47.71495,64.63495,57.448452,0.8,0
20160616T0000,52.93495,63.12295,58.5562,16.099998,0
20160617T0000,52.70095,65.984955,59.951954,4.2,0
20160618T0000,53.85295,62.18695,58.556946,0.6,0
20160619T0000,53.56495,61.52095,57.1747,1.7000002,0
20160620T0000,48.974953,72.068954,61.118942,0,0
20160621T0000,55.68895,67.622955,62.840206,5.7000003,0
20160622T0000,56.696953,84.14696,72.09895,0,0
20160623T0000,65.12096,88.862946,78.350204,0,0
20160624T0000,70.66495,87.72895,78.65545,0.5,0
20160625T0000,57.16495,74.73295,67.93195,0.9000001,0
20160626T0000,52.790955,69.85495,61.14519,0,0
20160627T0000,51.044952,71.762955,62.9422,0,0
20160628T0000,55.454952,73.58095,65.6542,0,0
20160629T0000,59.64895,76.17295,68.7382,0,0
20160630T0000,63.71695,70.41295,67.678444,1.5000001,0
20160701T0000,62.18695,78.00896,70.1137,0.2,0
20160702T0000,60.11695,68.99095,65.8462,2.4,0
20160703T0000,56.24695,69.224945,62.974457,0,0
20160704T0000,55.058952,76.44295,66.65545,0,0
20160705T0000,60.62095,77.36095,69.3517,0,0
20160706T0000,60.06295,74.30095,67.14444,0,0
20160707T0000,56.89495,78.18895,68.3572,0,0
20160708T0000,60.764954,83.30095,72.8572,0,0
20160709T0000,63.176952,81.24895,72.485954,0,0
20160710T0000,61.89895,88.59295,77.06695,0,0
20160711T0000,66.43495,82.50896,74.274704,8.4,0
20160712T0000,60.332954,68.612946,65.47796,13.500002,0
20160713T0000,54.03295,62.36695,58.7932,0.9000001,0
20160714T0000,51.530952,57.794952,54.979458,5.1000004,0
20160715T0000,51.72895,66.54295,58.786457,0,0
20160716T0000,49.87495,73.50896,62.7952,0,0
20160717T0000,56.642952,81.068954,69.8092,0,0
20160718T0000,63.77095,83.78695,73.65221,0,0
20160719T0000,63.06895,87.33295,76.2907,0,0
20160720T0000,65.22895,91.58095,79.1992,0,0
20160721T0000,69.224945,83.46295,75.83095,3,0
20160722T0000,65.80495,77.72095,70.64471,10.600001,0
20160723T0000,63.55495,75.38095,69.14995,0.7,0
20160724T0000,62.834953,76.19095,69.2422,0,0
20160725T0000,62.67295,77.10895,70.40996,0.4,0
20160726T0000,63.82495,80.61895,70.82469,1.4000001,0
20160727T0000,64.54495,78.94495,70.36796,1.4000001,0
20160728T0000,62.258953,74.22895,68.746445,0.4,0
20160729T0000,58.892952,79.84495,70.94245,0,0
20160730T0000,64.18495,84.596954,75.205444,0,0
20160731T0000,62.36695,73.54495,67.507454,13.399999,0
20160801T0000,56.912952,74.26495,65.64445,0,0
20160802T0000,59.19895,75.596954,68.35945,0.5,0
20160803T0000,61.93495,81.35695,72.1762,0,0
20160804T0000,60.38695,82.54495,69.33744,13.5,0
20160805T0000,55.97695,65.39095,61.483448,12.800001,0
20160806T0000,54.46495,73.90495,64.0852,0,0
20160807T0000,56.300953,78.06295,67.894455,0,0
20160808T0000,61.64695,81.23095,71.045204,0,0
20160809T0000,58.92895,68.57695,63.74695,0.1,0
20160810T0000,54.21295,66.02095,59.880703,0,0
20160811T0000,49.982952,68.64896,59.597195,0,0
20160812T0000,57.668953,76.06496,66.2992,0.70000005,0
20160813T0000,59.57695,82.23895,71.5717,0,0
20160814T0000,64.094955,85.028946,74.983444,0,0
20160815T0000,64.040955,83.33695,74.16519,0,0
20160816T0000,59.918953,83.04895,72.77845,0,0
20160817T0000,63.140953,81.55495,72.8677,0,0
20160818T0000,62.690952,74.66095,67.317696,3.4000003,0
20160819T0000,61.862953,77.88295,70.15195,0.1,0
20160820T0000,60.56695,71.94295,66.20695,0.90000004,0
20160821T0000,57.07495,70.61095,63.458958,0,0
20160822T0000,54.15895,74.44495,64.6957,0,0
20160823T0000,54.51895,83.78695,69.85046,0,0
20160824T0000,60.350952,86.55895,73.31095,0,0
20160825T0000,60.65695,89.816956,75.6682,0,0
20160826T0000,69.67495,91.86895,80.60095,0,0
20160827T0000,70.53895,91.13095,80.676704,0,0
20160828T0000,72.08695,89.31295,80.0137,0,0
20160829T0000,65.44495,77.28895,71.5957,1.8000001,0
20160830T0000,54.60895,80.69095,67.36044,0,0
20160831T0000,56.58895,82.50896,69.855705,0,0
20160901T0000,66.61495,81.08695,73.27795,0.1,0
20160902T0000,61.862953,82.00495,72.26095,0,0
20160903T0000,63.84295,83.76895,74.130714,0,0
20160904T0000,61.196953,82.18495,70.495445,6.8,0
20160905T0000,59.432953,70.19695,64.5307,1.7,0
20160906T0000,56.49895,75.25495,64.990456,0,0
20160907T0000,54.06895,77.41495,65.4787,0,0
20160908T0000,60.764954,83.76895,71.61145,0,0
20160909T0000,59.75695,81.03294,71.0527,0,0
20160910T0000,63.53695,81.46495,72.5677,0,0
20160911T0000,64.27495,82.86895,73.27645,0,0
20160912T0000,61.23295,85.262955,73.35745,0,0
20160913T0000,65.21095,85.33495,74.47495,0,0
20160914T0000,63.37495,83.80495,72.37496,0,0
20160915T0000,60.06295,70.88095,65.1352,1.5000001,0
20160916T0000,59.93695,70.57495,64.56071,0.2,0
20160917T0000,55.67095,66.68695,59.697693,0.1,0
20160918T0000,54.28495,60.29695,56.874706,21.4,0
20160919T0000,56.030952,63.77095,59.68645,0.1,0
20160920T0000,51.350952,66.16495,59.411957,0,0
20160921T0000,49.06495,67.19095,57.945705,0,0
20160922T0000,46.70695,69.98095,59.41045,0,0
20160923T0000,53.834953,72.03295,62.87245,0,0
20160924T0000,52.916954,74.012955,62.5762,0,0
20160925T0000,55.81495,75.54295,65.090195,0,0
20160926T0000,55.58095,69.44095,61.4092,0,0
20160927T0000,55.02295,69.458954,62.288204,0,0
20160928T0000,53.63695,74.82295,63.439453,0,0
20160929T0000,58.40695,78.76495,67.053696,0,0
20160930T0000,56.84095,76.10095,66.37645,0.3,0
20161001T0000,57.47095,68.07295,62.727703,5.0000005,0
20161002T0000,48.50695,60.206955,55.99045,0.4,0
20161003T0000,48.884953,62.708954,55.8022,0,0
20161004T0000,42.80095,64.61695,53.726196,0,0
20161005T0000,42.13495,58.550953,50.182453,0,0
20161006T0000,33.38695,61.502953,46.859207,0,0
20161007T0000,40.982952,60.38695,50.34595,0,0
20161008T0000,47.516953,56.984955,51.65169,0,0
20161009T0000,43.30495,52.412952,48.135708,0.3,0
20161010T0000,40.44295,55.832954,48.278202,0,0
20161011T0000,40.62295,54.64495,47.118702,0,0
20161012T0000,35.49295,56.37295,45.3427,0,0
20161013T0000,38.89495,56.17495,46.752697,1.1,0
20161014T0000,47.94895,62.528954,54.2692,4,0
20161015T0000,49.676952,64.23895,56.238705,0,0
20161016T0000,45.55495,69.566956,57.07495,0,0
20161017T0000,53.780952,66.39896,59.319702,2.4999998,0
20161018T0000,53.00695,60.836952,55.94995,0.5,0
20161019T0000,48.002953,55.850952,52.2007,0.1,0
20161020T0000,44.49295,54.24895,49.290707,0.2,0
20161021T0000,43.17895,52.178955,48.40645,2.6999998,0
20161022T0000,39.84895,55.02295,46.671696,0,0
20161023T0000,41.84695,54.806953,48.814453,1.6000001,0
20161024T0000,44.474953,69.18895,57.9202,2.9,0
20161025T0000,53.43895,61.25095,57.71845,5.9000006,0
20161026T0000,48.14695,60.278954,53.852207,0,0
20161027T0000,46.544952,58.550953,50.954205,0,0
20161028T0000,43.41295,59.93695,50.854458,0,0
20161029T0000,41.93695,60.836952,50.423206,0,0
20161030T0000,40.62295,58.71295,48.458206,0,0
20161031T0000,41.972954,59.84695,49.661953,0,0
20161101T0000,43.39495,63.21295,52.289196,0,0
20161102T0000,44.13295,54.752953,49.948456,0,0
20161103T0000,36.41095,51.49495,42.975697,0,0
20161104T0000,34.64695,57.77695,47.52445,0.1,0
20161105T0000,47.264954,60.00895,53.190704,10.7,0
20161106T0000,38.22895,46.65295,43.2607,2.1,0
20161107T0000,33.098953,42.76495,38.349697,0.1,0
20161108T0000,30.97495,45.53695,37.6672,0.5,0.07
20161109T0000,32.432953,45.968952,39.12595,4,0
20161110T0000,41.378952,48.524952,45.056202,1.1,0
20161111T0000,40.13695,46.778954,43.1257,1.7000002,0
20161112T0000,35.960953,45.968952,39.8587,0.2,0
20161113T0000,34.75495,50.84695,43.143703,0,0
20161114T0000,32.162952,41.41495,36.627705,0,0
20161115T0000,34.34095,48.794952,42.17845,0,0
20161116T0000,44.36695,55.958954,49.489452,2.3999999,0
20161117T0000,50.27095,57.86695,53.366207,0.2,0
20161118T0000,45.50095,60.72895,53.013706,0.6,0
20161119T0000,41.10895,48.07495,45.0517,8.400001,0
20161120T0000,32.954952,58.17295,44.36545,0,0
20161121T0000,39.056953,54.986954,49.02145,0,0
20161122T0000,46.20295,57.956955,50.847702,0,0
20161123T0000,48.20095,60.00895,52.018448,0,0
20161124T0000,42.47695,51.62095,46.950703,0,0
20161125T0000,41.03695,46.65295,44.283707,0,0
20161126T0000,43.75495,52.70095,47.42995,0,0
20161127T0000,40.04695,49.17295,44.939953,0.2,0
20161128T0000,31.892952,41.954952,36.534702,0,0
20161129T0000,29.912952,39.83095,33.563953,0,0
20161130T0000,29.930952,44.960953,36.7552,0,0
20161201T0000,34.718952,45.68095,39.30445,0,0
20161202T0000,32.01895,42.60295,36.72745,0,0
20161203T0000,30.848951,45.15895,35.228203,0,0
20161204T0000,31.352951,43.502953,35.1907,0,0
20161205T0000,29.480951,46.34695,36.897705,0,0
20161206T0000,34.26895,48.488953,39.49345,0,0
20161207T0000,33.17095,47.840954,38.880703,0,0
20161208T0000,36.59095,49.982952,42.99445,0,0
20161209T0000,41.558952,48.93895,44.610703,0,0
20161210T0000,38.732952,47.876953,44.17345,0,0
20161211T0000,37.59895,46.32895,40.354454,0,0
20161212T0000,35.18695,44.92495,38.78395,0,0
20161213T0000,34.43095,46.760952,39.85045,0,0
20161214T0000,37.70695,47.336952,41.012955,0,0
20161215T0000,34.988953,47.210953,39.015697,0,0
20161216T0000,31.838951,45.68095,36.70795,0,0
20161217T0000,31.442951,47.28295,40.015453,0,0
20161218T0000,34.43095,42.54895,38.545452,0,0
20161219T0000,30.794952,44.24095,36.134953,0,0
20161220T0000,27.626951,43.376953,34.426453,0,0
20161221T0000,34.17895,43.16095,38.40745,0,0
20161222T0000,35.600952,47.28295,41.9692,0,0
20161223T0000,41.09095,46.38295,43.885452,0.6,0
20161224T0000,40.74895,51.944954,45.526447,0,0
20161225T0000,42.94495,51.404953,46.184956,0,0
20161226T0000,42.02695,53.384953,47.229706,0.4,0
20161227T0000,31.874952,42.440952,37.552452,0,0
20161228T0000,31.154951,43.35895,35.60545,0,0
20161229T0000,30.812952,39.308952,34.2892,0,0
20161230T0000,29.444952,41.19895,34.8367,0,0
20161231T0000,35.24095,41.01895,37.473705,0,0
20170101T0000,34.97095,42.098953,38.2927,0,0
20170102T0000,30.506952,40.11895,35.558956,1.5,1.05
20170103T0000,27.410952,37.328953,32.393948,0,0
20170104T0000,31.94695,37.92295,35.24245,0.3,0.21000001
20170105T0000,24.008953,34.898952,31.250952,0,0
20170106T0000,22.514952,29.138952,26.162203,0,0
20170107T0000,20.696953,33.350952,27.089952,0.1,0.07
20170108T0000,29.516953,37.148952,32.66845,0.6,0.35
20170109T0000,28.886951,36.68095,32.201206,0,0
20170110T0000,31.640951,37.74295,35.0152,6.6000004,2.24
20170111T0000,29.660952,43.628952,38.05645,0.6,0
20170112T0000,39.25495,49.44295,43.5472,0.5,0
20170113T0000,32.648952,47.28295,36.223446,1.1,0.63
20170114T0000,29.462952,35.564953,32.600952,2.6,1.19
20170115T0000,28.940952,35.74495,31.62895,3.3000002,2.3100002
20170116T0000,24.584951,35.49295,29.578451,0,0
20170117T0000,23.522953,32.63095,27.88495,0,0
20170118T0000,25.772951,32.918953,28.502954,0,0
20170119T0000,23.954952,34.466953,28.424202,0,0
20170120T0000,24.81895,34.502953,28.214203,0,0
20170121T0000,25.016953,36.37495,30.183702,0,0
20170122T0000,27.716951,35.960953,31.333448,0,0
20170123T0000,26.97895,33.94495,29.564203,0,0
20170124T0000,25.39495,31.982952,28.02745,0,0
20170125T0000,22.352951,32.32495,26.678953,0,0
20170126T0000,24.980951,36.356953,29.869452,0,0
20170127T0000,29.696953,45.84295,36.709454,0,0
20170128T0000,34.61095,48.308952,40.40245,0,0
20170129T0000,36.392952,48.884953,41.48395,0,0
20170130T0000,36.64495,48.81295,43.293697,1.3000001,0
20170131T0000,42.098953,50.27095,46.8337,14.000001,0
20170201T0000,43.97095,55.22095,49.18195,0.70000005,0
20170202T0000,36.446953,55.61695,47.505703,0,0
20170203T0000,42.56695,54.086952,47.6887,1.1,0
20170204T0000,35.04295,48.794952,41.914444,2.6,0
20170205T0000,35.88895,43.322952,39.98995,8.8,0
20170206T0000,37.61695,45.140953,40.720448,3.8,0
20170207T0000,33.72895,45.66295,39.5842,2.8999999,0
20170208T0000,37.07695,45.01495,40.82695,0,0
20170209T0000,30.57895,45.59095,36.7537,0,0
20170210T0000,32.216953,47.516953,38.2942,0,0
20170211T0000,35.13295,51.49495,42.302204,0,0
20170212T0000,39.218952,52.106953,44.804203,0,0
20170213T0000,32.90095,50.522953,40.145947,0,0
20170214T0000,31.514952,51.87295,40.8382,0,0
20170215T0000,39.93895,57.128952,46.989704,0,0
20170216T0000,40.280952,57.74095,49.438457,0.6,0
20170217T0000,42.404953,51.87295,46.7332,2.4,0
20170218T0000,37.61695,51.31495,44.293453,0,0
20170219T0000,32.45095,51.206955,41.4682,0,0
20170220T0000,38.19295,52.556953,45.647205,0.2,0
20170221T0000,47.570953,55.50895,51.00295,0,0
20170222T0000,46.778954,55.92295,50.780956,0,0
20170223T0000,45.24895,63.89695,53.14346,0,0
20170224T0000,38.246952,47.570953,42.08395,0.5,0
20170225T0000,32.216953,51.08095,40.587704,0,0
20170226T0000,37.52695,57.63295,46.7467,0,0
20170227T0000,41.48695,60.49495,50.09245,0,0
20170228T0000,38.37295,53.384953,46.645443,8,0
20170301T0000,36.71695,51.00895,43.496952,0.3,0
20170302T0000,42.18895,52.16095,48.326202,2.5,0
20170303T0000,33.926952,59.14495,46.229202,0,0
20170304T0000,36.176952,58.47895,46.548702,0,0
20170305T0000,38.19295,51.47695,43.991207,2.6,0
20170306T0000,37.13095,44.87095,40.992702,6.6999993,0
20170307T0000,37.47295,45.95095,41.628696,0.4,0
20170308T0000,34.53895,51.098953,43.357452,0.90000004,0
20170309T0000,48.416954,52.52095,50.2627,7.2000003,0
20170310T0000,42.62095,53.40295,47.66994,0.3,0
20170311T0000,34.988953,60.00895,48.0502,0,0
20170312T0000,43.17895,61.41295,51.639698,0,0
20170313T0000,37.07695,56.912952,46.573452,0,0
20170314T0000,41.954952,59.57695,50.176464,0,0
20170315T0000,42.81895,59.10895,50.826702,0,0
20170316T0000,40.280952,64.040955,52.204456,0,0
20170317T0000,45.19495,65.26495,54.158955,0,0
20170318T0000,47.876953,52.412952,49.9147,0.8,0
20170319T0000,50.21695,59.828953,54.748455,0.70000005,0
20170320T0000,49.53295,60.836952,53.71645,0.5,0
20170321T0000,43.75495,56.06695,49.364956,4.3,0
20170322T0000,40.71295,53.74495,47.0782,3,0
20170323T0000,42.13495,64.16695,52.86145,0,0
20170324T0000,47.264954,63.71695,54.326202,0,0
20170325T0000,43.808952,64.760956,51.8602,0,0
20170326T0000,43.52095,54.06895,48.20546,0,0
20170327T0000,36.55495,63.59095,51.011204,0,0
20170328T0000,49.280952,65.94895,56.858204,0,0
20170329T0000,48.92095,65.91295,56.78245,0,0
20170330T0000,46.364952,69.96295,58.559956,0,0
20170331T0000,50.75695,70.91695,60.864704,0,0
20170401T0000,51.404953,60.02695,55.26595,0,0
20170402T0000,47.35495,60.78295,53.730713,0.70000005,0
20170403T0000,49.11895,61.484955,55.06119,0.2,0
20170404T0000,45.64495,59.918953,52.6582,0.2,0
20170405T0000,43.93495,59.738953,51.1747,0.1,0
20170406T0000,42.36895,53.63695,48.5602,0,0
20170407T0000,38.78695,61.16095,49.81795,0,0
20170408T0000,40.334953,66.45296,54.760452,0,0
20170409T0000,48.668953,72.428955,61.387447,0,0
20170410T0000,50.68495,71.25896,61.136948,0.6,0
20170411T0000,45.86095,57.47095,51.462708,0,0
20170412T0000,42.62095,65.318954,53.34819,0,0
20170413T0000,46.598953,59.486954,53.720203,0,0
20170414T0000,47.94895,59.41495,53.3467,0,0
20170415T0000,46.562954,58.262955,52.87796,3,0
20170416T0000,46.79695,53.36695,50.048954,0,0
20170417T0000,43.07095,54.71695,49.244953,1.7,0
20170418T0000,36.30295,45.55495,41.058704,0,0
20170419T0000,31.316952,44.15095,37.940952,0.3,0
20170420T0000,28.43695,50.88295,39.43495,0,0
20170421T0000,33.260952,57.93895,46.283203,0,0
20170422T0000,43.682953,59.27095,51.353207,0.7,0
20170423T0000,42.044952,54.572952,47.500454,0,0
20170424T0000,34.91695,65.71495,52.067947,0,0
20170425T0000,37.634953,56.89495,49.826954,14.7,0
20170426T0000,33.36895,48.59695,41.063953,12.900002,6.65
20170427T0000,39.77695,48.542953,43.77295,1.3000001,0
20170428T0000,39.83095,51.56695,45.321705,0.6,0
20170429T0000,36.15895,58.74895,47.9617,0,0
20170430T0000,36.12295,65.89495,52.334957,0,0
20170501T0000,42.36895,51.890953,47.782444,0.8,0
20170502T0000,37.22095,58.35295,48.75145,0.1,0
20170503T0000,45.82495,58.24495,52.116703,0,0
20170504T0000,47.06695,57.128952,51.953953,1.9000001,0
20170505T0000,47.570953,65.89495,55.870457,0.3,0
20170506T0000,47.426952,70.26895,56.172703,2.3000002,0
20170507T0000,51.54895,59.84695,55.09195,2.6000001,0
20170508T0000,47.696953,57.99295,52.82469,2.6,0
20170509T0000,43.93495,58.100952,50.7577,0,0
20170510T0000,37.904953,68.46895,55.165447,0,0
20170511T0000,52.64695,73.400955,61.024456,0.6,0
20170512T0000,54.51895,66.63295,60.2572,3.3000002,0
20170513T0000,52.95295,68.36095,60.285706,1.5,0
20170514T0000,54.176952,63.860954,59.43895,0.8,0
20170515T0000,51.99895,69.85495,61.3597,0.1,0
20170516T0000,52.95295,75.79495,64.85245,0,0
20170517T0000,56.85895,80.74495,69.123695,0,0
20170518T0000,61.322952,72.26695,66.16345,0,0
20170519T0000,46.544952,62.61895,52.35295,5.4000006,0
20170520T0000,40.946953,61.862953,53.273952,0,0
20170521T0000,47.35495,69.78295,58.850956,0,0
20170522T0000,48.488953,74.91295,63.11545,0,0
20170523T0000,57.32695,75.79495,67.62445,0.1,0
20170524T0000,56.876953,72.41095,64.724205,0,0
20170525T0000,55.50895,72.69895,64.28245,0,0
20170526T0000,49.42495,77.900955,65.02944,0,0
20170527T0000,56.012955,82.54495,70.433205,0,0
20170528T0000,63.626953,86.03695,76.1977,0,0
20170529T0000,67.28095,85.65895,77.01445,0.2,0
20170530T0000,64.43695,81.60895,72.604454,0.70000005,0
20170531T0000,60.098953,76.71295,68.71945,3.1000001,0
20170601T0000,63.41095,73.472946,69.24145,0.4,0
20170602T0000,60.80095,78.224945,69.68246,0,0
20170603T0000,62.294952,77.900955,69.67645,3.7000003,0
20170604T0000,55.22095,69.36895,62.622707,5.7000003,0
20170605T0000,52.39495,66.14696,59.496708,0,0
20170606T0000,52.430954,65.89495,59.075954,0.5,0
20170607T0000,47.93095,63.12295,55.96045,0,0
20170608T0000,48.25495,77.612946,63.38545,0,0
20170609T0000,56.210953,73.040955,65.69545,0,0
20170610T0000,55.958954,76.98295,67.7947,0,0
20170611T0000,55.79695,85.80295,73.4587,0,0
20170612T0000,63.82495,80.99695,72.57819,0.3,0
20170613T0000,55.99495,77.82895,66.81145,0,0
20170614T0000,58.74895,81.59095,71.71195,0,0
20170615T0000,65.03095,83.750946,74.319695,0.6,0
20170616T0000,59.52295,75.14696,68.06844,0,0
20170617T0000,53.510952,72.98695,64.31171,0,0
20170618T0000,53.06095,78.49495,67.68595,0,0
20170619T0000,56.084953,87.152954,73.15796,0,0
20170620T0000,69.71095,88.59295,79.54796,0,0
20170621T0000,69.872955,89.61895,80.34219,0,0
20170622T0000,72.122955,91.31094,81.83921,0.5,0
20170623T0000,67.83895,85.91095,76.98595,0,0
20170624T0000,65.64295,80.456955,72.51295,0,0
20170625T0000,65.49895,77.28895,71.2492,0,0
20170626T0000,60.49495,84.38095,73.30496,0.1,0
20170627T0000,65.84096,81.55495,74.6302,1.9000002,0
20170628T0000,59.45095,72.41095,67.9297,3.7,0
20170629T0000,56.696953,69.29695,61.223953,6.299999,0
20170630T0000,49.892952,72.69895,61.62595,0.4,0
20170701T0000,52.808952,65.60695,59.974453,1.7,0
20170702T0000,54.33895,68.66695,60.422947,0.4,0
20170703T0000,57.578953,75.27295,65.923454,0,0
20170704T0000,59.360954,80.42095,70.70845,0,0
20170705T0000,63.06895,86.234955,75.5392,0,0
20170706T0000,67.15495,89.708954,79.0162,0,0
20170707T0000,68.63095,88.68295,79.39721,1.1,0
20170708T0000,67.96495,89.43895,79.213455,0.6,0
20170709T0000,65.40895,87.09895,75.002205,0,0
20170710T0000,65.03095,75.88495,70.1722,2.8000002,0
20170711T0000,59.072952,71.49295,65.67971,0.5,0
20170712T0000,60.18895,78.69295,68.72994,0.6,0
20170713T0000,58.22695,74.930954,65.9617,0,0
20170714T0000,61.64695,70.77295,65.79745,1,0
20170715T0000,56.71495,71.34895,63.81895,0,0
20170716T0000,55.58095,77.918945,68.10746,0,0
20170717T0000,61.26895,82.94095,72.85495,0,0
20170718T0000,62.870953,85.29895,75.52496,0,0
20170719T0000,65.73295,90.77095,78.8917,0.2,0
20170720T0000,67.44295,78.58495,73.4602,0.1,0
20170721T0000,65.21095,81.98695,73.0702,0.90000004,0
20170722T0000,62.474953,83.066956,72.77545,2.8000002,0
20170723T0000,63.41095,75.704956,69.17245,2.5,0
20170724T0000,57.722954,67.40695,63.502445,2.5,0
20170725T0000,54.89695,62.45695,58.735455,1.8000002,0
20170726T0000,57.20095,73.27495,64.38145,0.2,0
20170727T0000,60.512955,74.17495,67.83894,3.6,0
20170728T0000,64.418945,76.55095,70.23444,0,0
20170729T0000,61.862953,83.80495,73.916954,0,0
20170730T0000,62.54695,86.19895,76.127945,3.6999998,0
20170731T0000,67.04695,90.26695,77.6587,1.4000001,0
20170801T0000,69.38695,94.17294,80.222206,5.3,0
20170802T0000,68.37895,89.02495,77.86495,0.4,0
20170803T0000,69.58495,90.680954,81.12145,0.7,0
20170804T0000,68.36095,83.53495,74.84319,0,0
20170805T0000,69.00896,84.02095,75.23245,0,0
20170806T0000,60.638954,71.94295,66.96819,0,0
20170807T0000,53.87095,81.32095,68.46895,0,0
20170808T0000,61.08895,82.97695,67.157196,16.500002,0
20170809T0000,58.62295,74.84096,65.9902,2,0
20170810T0000,53.18695,63.35695,58.02745,9.400001,0
20170811T0000,54.78895,62.096954,58.355946,9,0
20170812T0000,56.17495,72.680954,64.52545,0.1,0
20170813T0000,61.916954,75.09296,67.9852,0.3,0
20170814T0000,59.378952,82.13095,71.40671,0,0
20170815T0000,60.332954,88.91695,76.278694,0.2,0
20170816T0000,65.30095,80.54695,73.793945,0.1,0
20170817T0000,66.18295,82.85095,75.1252,0,0
20170818T0000,65.13895,86.48695,73.4407,3.1999998,0
20170819T0000,58.80295,72.30295,65.64821,0,0
20170820T0000,56.76895,71.402954,63.85945,0,0
20170821T0000,53.510952,73.454956,64.5097,0,0
20170822T0000,56.17495,78.99895,68.96621,0,0
20170823T0000,58.74895,87.54895,73.842705,0,0
20170824T0000,64.94095,85.42495,75.29321,0,0
20170825T0000,67.35295,89.85295,78.440956,0,0
20170826T0000,68.21695,88.82695,78.8722,0,0
20170827T0000,69.72895,88.93495,79.1107,0,0
20170828T0000,70.790955,86.43295,78.8782,0.3,0
20170829T0000,63.572952,88.07095,76.01995,0,0
20170830T0000,65.76895,91.32895,77.810196,0.5,0
20170831T0000,59.18095,70.80895,64.038704,9,0
20170901T0000,56.55295,63.752953,59.81021,1.3000002,0
20170902T0000,54.89695,63.35695,58.429455,3.3000002,0
20170903T0000,54.95095,67.73095,60.367447,0,0
20170904T0000,50.126953,72.35695,62.6602,0,0
20170905T0000,59.27095,78.98095,69.60371,0,0
20170906T0000,59.558952,71.56496,66.80621,0,0
20170907T0000,56.210953,68.70296,62.177948,0,0
20170908T0000,51.87295,71.94295,62.452457,0,0
20170909T0000,56.71495,68.540955,62.615204,0.3,0
20170910T0000,53.49295,67.37096,59.354206,2,0
20170911T0000,50.70295,64.18495,58.040955,0,0
20170912T0000,52.682953,61.988953,56.8597,0.9000001,0
20170913T0000,49.74895,73.526955,63.725956,0.2,0
20170914T0000,51.17095,67.46095,58.230698,0.8,0
20170915T0000,46.34695,63.33895,54.992203,0,0
20170916T0000,47.31895,58.44295,52.080704,15.900001,0
20170917T0000,45.78895,59.28895,52.81045,3.8,0
20170918T0000,47.76895,59.34295,53.472702,0.9,0
20170919T0000,49.35295,56.10295,53.09621,2.2,0
20170920T0000,50.28895,63.15895,55.787945,0,0
20170921T0000,45.266953,68.52295,56.72395,0,0
20170922T0000,50.972954,72.48295,61.386703,0,0
20170923T0000,55.418953,70.50295,62.63545,0,0
20170924T0000,51.710953,69.89095,60.668213,0,0
20170925T0000,49.56895,70.50295,60.82945,0,0
20170926T0000,54.91495,68.48695,61.55395,0,0
20170927T0000,57.59695,71.92495,64.09495,0,0
20170928T0000,56.49895,75.92095,66.58045,0,0
20170929T0000,61.142952,75.32695,67.04694,0,0
20170930T0000,52.232952,71.96095,60.531696,0.4,0
20171001T0000,48.77695,66.99295,56.855957,0,0
20171002T0000,53.834953,68.918945,61.237446,1.5,0
20171003T0000,48.974953,64.61695,59.3137,12.8,0
20171004T0000,47.336952,66.902954,55.712948,0,0
20171005T0000,48.83095,69.18895,58.321457,2.9,0
20171006T0000,46.454952,55.328953,51.093704,1.6,0
20171007T0000,42.81895,61.25095,52.79245,0,0
20171008T0000,47.93095,58.460953,53.8477,0.1,0
