timestamp,Basel Temperature [2 m elevation corrected],Basel Temperature [2 m elevation corrected],Basel Temperature [2 m elevation corrected],Basel Precipitation Total,Basel Snowfall Amount
20171009T0000,47.22895,61.44895,54.491207,0,0
20171010T0000,46.02295,66.650955,56.026455,0,0
20171011T0000,50.360954,69.04495,59.654957,0,0
20171012T0000,52.44895,68.01895,60.423702,0,0
20171013T0000,50.93695,70.59296,61.055202,0,0
20171014T0000,53.078953,73.23895,62.893448,0,0
20171015T0000,54.23095,75.902954,63.40495,0,0
20171016T0000,55.00495,79.30495,64.4452,0,0
20171017T0000,57.59695,73.85095,64.73545,0,0
20171018T0000,54.03295,69.74695,61.530704,0,0
20171019T0000,50.39695,72.374954,61.4452,0,0
20171020T0000,53.708954,70.19695,61.89745,0,0
20171021T0000,55.61695,73.958954,63.549698,3,0
20171022T0000,46.472954,54.662952,50.369198,0.1,0
20171023T0000,46.32895,55.20295,50.315197,0.3,0
20171024T0000,51.638954,63.30295,56.945953,0.1,0
20171025T0000,50.50495,70.07095,60.139446,0,0
20171026T0000,53.042953,72.23095,61.2877,0,0
20171027T0000,46.562954,58.96495,56.04896,0.1,0
20171028T0000,45.15895,55.364952,49.74895,0,0
20171029T0000,44.25895,53.09695,50.213943,0.5,0
20171030T0000,37.47295,51.458954,43.2727,0,0
20171031T0000,34.61095,52.03495,42.7822,0,0
20171101T0000,39.93895,62.204952,49.361202,0,0
20171102T0000,48.77695,64.22095,56.14871,0,0
20171103T0000,50.432953,60.710953,55.38295,0,0
20171104T0000,49.820953,66.79495,57.4807,0.3,0
20171105T0000,43.142952,57.362953,49.1542,19.599998,0
20171106T0000,35.960953,49.208954,42.11546,0,0
20171107T0000,34.44895,46.67095,40.460953,0.6,0
20171108T0000,42.31495,48.110954,44.1817,6.5,0
20171109T0000,42.65695,47.732952,44.606205,0.1,0
20171110T0000,40.11895,49.13695,45.160446,0,0
20171111T0000,42.81895,52.610954,47.984203,1.1,0
20171112T0000,38.67895,55.50895,48.664455,11.000001,0.07
20171113T0000,36.32095,43.97095,39.9967,0.9,0
20171114T0000,33.494953,46.14895,37.574947,0,0
20171115T0000,33.08095,50.072952,38.5927,0,0
20171116T0000,32.864952,43.628952,38.130703,0,0
20171117T0000,35.36695,46.40095,41.105198,0,0
20171118T0000,35.70895,46.454952,41.078205,0,0
20171119T0000,35.45695,44.97895,40.410706,1.3,0
20171120T0000,31.334951,47.93095,40.631954,0,0
20171121T0000,41.18095,58.334953,50.37145,0,0
20171122T0000,41.23495,57.52495,48.5692,0,0
20171123T0000,48.14695,62.81695,54.34645,0,0
20171124T0000,52.05295,64.472946,56.0287,1.7,0
20171125T0000,38.08495,53.31295,45.526455,17.5,0
20171126T0000,31.802952,41.21695,36.980198,0.3,0.07
20171127T0000,34.84495,45.86095,40.853207,0,0
20171128T0000,39.65095,45.752953,41.8582,2.3999999,0
20171129T0000,33.54895,41.48695,37.83895,0.6,0.42000002
20171130T0000,33.60295,39.43495,35.748707,1.8,1.26
20171201T0000,29.282951,37.34695,32.512447,0,0
20171202T0000,27.194952,39.668953,31.260698,0,0
20171203T0000,24.62095,34.95295,30.115454,0,0
20171204T0000,33.60295,40.87495,37.308704,0,0
20171205T0000,35.00695,43.35895,38.8897,0,0
20171206T0000,31.766953,40.69495,35.74195,0,0
20171207T0000,33.836952,45.626953,39.5902,0,0
20171208T0000,33.81895,47.28295,39.88795,2.1,0.07
20171209T0000,28.634953,35.384953,31.529951,0,0
20171210T0000,31.478952,46.598953,39.484455,6.5000005,0
20171211T0000,42.06295,53.18695,45.116947,6.2999997,0
20171212T0000,33.260952,43.73695,37.2397,0,0
20171213T0000,31.838951,43.21495,37.699455,0.1,0
20171214T0000,41.28895,46.454952,44.096203,8.6,0
20171215T0000,36.392952,43.70095,40.323704,2.3999999,0
20171216T0000,34.286953,40.06495,37.7272,1.6,0.7
20171217T0000,31.676952,37.88695,33.817455,0.4,0.28
20171218T0000,31.496952,38.696953,35.5402,3.7999997,2.52
20171219T0000,32.72095,39.65095,36.278202,0,0
20171220T0000,34.84495,41.41495,38.238697,1.9,1.33
20171221T0000,37.02295,45.03295,40.4227,0.4,0
20171222T0000,41.99095,47.300953,43.672455,0.8,0
20171223T0000,39.614952,45.41095,41.95945,0,0
20171224T0000,37.292953,43.41295,39.555702,0,0
20171225T0000,31.820951,47.966953,39.337452,0,0
20171226T0000,39.47095,47.210953,44.3452,0.3,0
20171227T0000,35.780952,45.37495,40.487953,0.3,0
20171228T0000,30.326952,36.59095,33.18745,0.1,0.07
20171229T0000,31.424952,41.09095,35.924202,1.9,0
20171230T0000,38.55295,54.986954,47.199703,0.8,0
20171231T0000,47.19295,57.75895,51.218952,0.1,0
20180101T0000,41.32495,50.90095,45.482944,1.4000001,0
20180102T0000,38.66095,46.14895,41.8057,1.9000001,0
20180103T0000,43.232952,54.41095,47.766693,4.3999996,0
20180104T0000,43.718952,55.56295,50.040695,4.9,0
20180105T0000,47.76895,58.17295,52.2577,7.2,0
20180106T0000,42.78295,54.266953,47.683453,1.7,0
20180107T0000,39.57895,48.63295,43.550205,0,0
20180108T0000,37.418953,54.51895,43.365704,0,0
20180109T0000,38.606953,53.582954,46.06345,0.3,0
20180110T0000,39.29095,52.430954,45.455944,0,0
20180111T0000,39.56095,47.71495,43.252453,3.1,0
20180112T0000,38.71495,45.01495,40.31695,0.4,0
20180113T0000,31.910952,44.18695,36.491196,0,0
20180114T0000,31.37095,45.626953,36.440205,0,0
20180115T0000,32.84695,50.75695,41.1862,0,0
20180116T0000,42.90895,48.56095,45.05395,7.1999993,0
20180117T0000,36.06895,42.530952,38.452457,1.8,0
20180118T0000,37.292953,49.17295,43.71445,1,0
20180119T0000,36.82495,46.562954,40.86145,0.8,0
20180120T0000,36.140953,46.274952,40.375454,0.70000005,0.07
20180121T0000,37.18495,42.33295,39.890953,1.3,0
20180122T0000,39.25495,54.050953,47.973698,9.4,0
20180123T0000,41.126953,50.10895,44.78845,0.1,0
20180124T0000,42.96295,58.65895,48.945705,0,0
20180125T0000,43.97095,56.76895,48.978703,0,0
20180126T0000,42.72895,46.95895,44.751698,2,0
20180127T0000,41.50495,49.49695,45.1042,0,0
20180128T0000,36.050953,50.88295,43.2892,0,0
20180129T0000,38.67895,50.99095,44.380447,0,0
20180130T0000,41.18095,51.65695,45.966705,0.2,0
20180131T0000,39.092953,55.292953,46.9567,1.8,0
20180201T0000,34.772953,45.23095,41.01295,4.7,0.84000003
20180202T0000,31.26295,41.88295,35.37369,0,0
20180203T0000,32.36095,40.100952,35.235703,0.3,0.21000001
20180204T0000,31.838951,42.76495,35.9317,0,0
20180205T0000,32.306953,47.012955,38.0512,0,0
20180206T0000,32.432953,46.50895,38.29645,0,0
20180207T0000,33.36895,38.84095,35.640705,1.5,1.05
20180208T0000,29.696953,41.82895,35.600204,0,0
20180209T0000,32.558952,42.584953,36.869205,0,0
20180210T0000,31.136951,41.18095,35.931705,0.2,0.14
20180211T0000,31.694952,43.988953,37.6747,1,0
20180212T0000,31.514952,38.46295,35.099957,1,0.63
20180213T0000,29.084951,40.586952,34.128704,0,0
20180214T0000,28.724953,43.30495,34.851704,0,0
20180215T0000,32.75695,48.09295,39.9757,5.2000003,0
20180216T0000,39.93895,48.956955,45.196453,3,0
20180217T0000,33.224953,52.84495,39.99895,10.000001,0.49
20180218T0000,32.28895,44.76295,36.725952,0,0
20180219T0000,30.650951,42.87295,35.900196,0,0
20180220T0000,31.532951,41.864952,36.482952,0,0
20180221T0000,28.742952,41.81095,34.047703,0,0
20180222T0000,29.89495,37.22095,33.10945,0,0
20180223T0000,27.734951,37.544952,32.4892,0,0
20180224T0000,28.13095,39.45295,32.391705,0,0
20180225T0000,21.452951,31.676952,25.455702,0,0
20180226T0000,18.392952,25.088951,21.71095,0,0
20180227T0000,16.430952,25.448952,21.170954,0,0
20180228T0000,17.564953,30.902952,24.025452,0,0
20180301T0000,24.458952,35.74495,30.34195,2.7,1.89
20180302T0000,28.184952,42.60295,33.76795,4.4,0
20180303T0000,30.38095,51.278954,40.93645,0.7,0
20180304T0000,34.43095,56.28295,46.939457,0,0
20180305T0000,41.79295,57.290955,49.455692,0,0
20180306T0000,38.93095,50.88295,46.922195,1.1,0
20180307T0000,35.384953,47.984955,42.2122,0.1,0
20180308T0000,34.73695,57.002953,46.291454,0,0
20180309T0000,43.376953,63.93295,52.316956,0.1,0
20180310T0000,46.79695,62.45695,52.622204,7.2000003,0
20180311T0000,44.654953,53.456955,48.021698,7.2,0
20180312T0000,45.95095,56.084953,50.518448,1.4000001,0
20180313T0000,41.84695,51.15295,46.084454,0,0
20180314T0000,42.17095,57.45295,47.989452,0,0
20180315T0000,38.06695,51.60295,44.110447,0.5,0
20180316T0000,40.87495,53.67295,47.683453,0,0
20180317T0000,36.28495,50.072952,41.743454,20.5,0
20180318T0000,37.16695,47.46295,41.651203,0.2,0
20180319T0000,28.760952,45.01495,37.040203,0,0
20180320T0000,27.482952,43.55695,36.83545,0,0
20180321T0000,25.250952,43.46695,34.28095,0,0
20180322T0000,29.984951,46.760952,37.930454,0.8,0
20180323T0000,38.35495,51.36895,44.038452,0,0
20180324T0000,31.784952,54.626953,44.444202,0,0
20180325T0000,40.91095,56.80495,48.4192,0,0
20180326T0000,42.098953,54.53695,47.880695,4,0
20180327T0000,37.418953,54.266953,46.620697,0.2,0
20180328T0000,45.28495,58.100952,51.085453,0.90000004,0
20180329T0000,39.16495,51.260952,44.6842,1.3000001,0
20180330T0000,38.40895,63.10495,47.652706,5.9999995,0
20180331T0000,42.06295,51.60295,46.358204,0.5,0
20180401T0000,36.32095,49.74895,44.087204,0.2,0
20180402T0000,32.23495,68.55895,50.67745,0,0
20180403T0000,48.92095,70.59296,59.140446,0,0
20180404T0000,42.56695,63.140953,52.745945,2.8999999,0
20180405T0000,43.93495,54.03295,49.1032,0,0
20180406T0000,36.59095,66.290955,50.884445,0,0
20180407T0000,42.62095,73.094955,57.77695,0,0
20180408T0000,47.66095,74.10295,60.423695,0,0
20180409T0000,45.752953,68.540955,57.28944,0.8,0
20180410T0000,42.260952,59.88295,52.42795,1.5000001,0
20180411T0000,39.38095,66.362946,53.156204,0,0
20180412T0000,46.58095,65.33695,55.511948,0,0
20180413T0000,47.570953,62.18695,53.97145,4.8999996,0
20180414T0000,45.15895,69.24295,57.679455,0,0
20180415T0000,51.926952,69.08095,60.039703,0.1,0
20180416T0000,53.114952,66.16495,58.724945,0.6,0
20180417T0000,49.640953,71.83495,61.267452,0,0
20180418T0000,46.904953,76.15495,62.04745,0,0
20180419T0000,51.36895,77.88295,64.55545,0,0
20180420T0000,58.56895,79.80895,69.63294,0,0
20180421T0000,62.33095,80.58295,71.44195,0,0
20180422T0000,59.59495,80.83495,70.81721,0,0
20180423T0000,59.918953,72.39295,65.15244,1.7000002,0
20180424T0000,55.724953,74.012955,64.3462,0,0
20180425T0000,53.42095,73.00495,63.4267,0,0
20180426T0000,51.06295,61.628952,56.066204,0,0
20180427T0000,47.19295,73.49095,60.8257,0,0
20180428T0000,50.666954,68.46895,60.2182,0,0
20180429T0000,52.916954,79.91695,65.91445,0.1,0
20180430T0000,48.524952,64.13095,56.29195,1.2,0
20180501T0000,41.52295,60.62095,51.8122,0,0
20180502T0000,46.49095,65.318954,55.325207,0.4,0
20180503T0000,53.888954,66.09296,59.450207,0,0
20180504T0000,50.000954,73.472946,62.570206,0,0
20180505T0000,48.614952,74.80495,62.7727,0.3,0
20180506T0000,53.27695,79.66495,65.00245,0,0
20180507T0000,52.95295,76.94695,64.52245,0,0
20180508T0000,56.15695,76.35295,66.62321,0,0
20180509T0000,58.190952,74.33695,66.06071,0.90000004,0
20180510T0000,52.916954,60.69295,56.52145,24.600002,0
20180511T0000,50.01895,71.90695,61.371704,0,0
20180512T0000,55.79695,77.99095,67.5922,2.3000002,0
20180513T0000,50.738953,65.12096,55.194702,0.9,0
20180514T0000,50.09095,65.624954,57.429703,3.2,0
20180515T0000,54.42895,60.98095,57.86095,2,0
20180516T0000,51.512955,61.08895,55.9837,9.8,0
20180517T0000,50.75695,63.24895,56.8282,4.2999997,0
20180518T0000,46.454952,70.97095,59.704453,0,0
20180519T0000,49.74895,67.58695,59.485455,1,0
20180520T0000,49.766953,68.000946,59.140457,0,0
20180521T0000,51.332954,73.31095,64.176704,0.2,0
20180522T0000,58.856953,75.39896,65.99396,9.7,0
20180523T0000,57.38095,68.99095,63.01945,6.6999993,0
20180524T0000,58.24495,74.73295,66.27595,0.8,0
20180525T0000,56.426952,79.14295,69.3382,0,0
20180526T0000,57.704952,83.44495,71.8687,0,0
20180527T0000,62.528954,84.668945,74.83495,0.3,0
20180528T0000,62.042953,77.86495,70.05145,1.2,0
20180529T0000,60.87295,76.83895,70.40844,0,0
20180530T0000,61.25095,82.400955,70.8217,2.6,0
20180531T0000,61.41295,75.56095,66.507706,1.9,0
20180601T0000,59.99095,72.84296,66.272194,0.5,0
20180602T0000,58.49695,76.55095,67.9852,0,0
20180603T0000,58.91095,80.25896,71.045204,2,0
20180604T0000,63.53695,77.70296,69.6517,0.6,0
20180605T0000,61.93495,81.71695,72.41544,1.4000001,0
20180606T0000,65.69695,79.07095,70.66421,3.1,0
20180607T0000,62.67295,72.23095,66.70045,2.5,0
20180608T0000,61.826954,75.41695,68.651955,0.5,0
20180609T0000,64.97695,76.262955,70.8397,0.1,0
20180610T0000,62.61895,83.26495,74.141205,0,0
20180611T0000,65.49895,80.88895,72.8947,2.7,0
20180612T0000,61.93495,71.34895,66.15521,4.7999997,0
20180613T0000,55.760952,68.39696,60.5497,0.5,0
20180614T0000,51.81895,71.708954,63.275196,0,0
20180615T0000,57.47095,75.43495,67.2622,0,0
20180616T0000,58.154953,78.818954,69.3997,0.4,0
20180617T0000,62.85295,71.096954,67.1317,0.2,0
20180618T0000,56.516953,76.60495,67.57195,0,0
20180619T0000,59.70295,81.32095,70.99195,0,0
20180620T0000,62.79895,85.76695,75.1402,0,0
20180621T0000,59.432953,83.066956,73.129456,0,0
20180622T0000,47.17495,66.93895,58.74371,0,0
20180623T0000,49.676952,70.16095,60.74995,0,0
20180624T0000,54.482952,73.25695,64.66946,0,0
20180625T0000,54.626953,73.14896,65.743454,0,0
20180626T0000,56.300953,78.11695,68.91819,0,0
20180627T0000,56.04895,77.972946,68.4457,0,0
20180628T0000,52.322952,77.81095,66.81595,0,0
20180629T0000,60.17095,81.44695,71.97595,0,0
20180630T0000,61.77295,85.80295,74.7427,0,0
20180701T0000,61.30495,85.874954,73.917694,0,0
20180702T0000,59.93695,87.96295,74.81545,0,0
20180703T0000,65.85895,81.53695,75.29695,0.8,0
20180704T0000,64.27495,85.35295,76.14445,4.6,0
20180705T0000,62.600952,75.41695,69.24294,3.8000002,0
20180706T0000,60.638954,74.51695,67.366455,17.300001,0
20180707T0000,56.06695,79.77295,69.63145,0,0
20180708T0000,61.08895,80.92495,71.498955,0,0
20180709T0000,58.62295,81.96895,71.29269,0,0
20180710T0000,62.096954,74.64295,68.1007,0,0
20180711T0000,55.49095,72.84296,64.89071,0,0
20180712T0000,56.516953,78.54895,68.09319,0,0
20180713T0000,60.47695,82.54495,72.69969,0,0
20180714T0000,64.31095,83.678955,75.159706,0,0
20180715T0000,62.33095,84.12895,73.27195,4.1,0
20180716T0000,59.63095,81.93295,72.623955,0,0
20180717T0000,64.99495,78.47695,72.6622,0.3,0
20180718T0000,63.41095,84.47095,74.099205,0,0
20180719T0000,61.89895,84.75896,75.0787,0,0
20180720T0000,64.14896,82.86895,73.7857,2.1999998,0
20180721T0000,63.914955,73.50896,68.44795,4.5999994,0
20180722T0000,61.952953,78.152954,69.78296,0,0
20180723T0000,62.402954,79.39495,71.388695,0,0
20180724T0000,60.15295,87.09895,74.965454,0,0
20180725T0000,65.08495,87.40495,77.92869,0,0
20180726T0000,67.37096,90.680954,78.71245,0,0
20180727T0000,65.35495,88.30495,77.867195,0,0
20180728T0000,67.44295,80.96095,73.55845,0.5,0
20180729T0000,63.03295,86.954956,76.26295,0,0
20180730T0000,69.53095,90.71695,81.1687,0,0
20180731T0000,72.77095,93.14695,82.565956,0,0
20180801T0000,71.18695,91.14896,78.3157,0.7,0
20180802T0000,66.21895,89.510956,78.05019,0,0
20180803T0000,67.91095,92.55295,80.3737,0,0
20180804T0000,72.176956,91.652954,82.1107,0,0
20180805T0000,68.52295,90.77095,79.91845,0,0
20180806T0000,65.80495,90.39295,78.96146,0,0
20180807T0000,73.81496,92.58895,82.097206,0.1,0
20180808T0000,71.96095,85.622955,78.803955,0.3,0
20180809T0000,66.93895,90.26695,75.737206,1.9000001,0
20180810T0000,59.828953,74.426956,67.882454,0,0
20180811T0000,55.778954,77.64896,69.04045,0,0
20180812T0000,58.80295,85.19095,72.47245,0,0
20180813T0000,65.66095,74.372955,70.9642,3.8999999,0
20180814T0000,62.36695,73.63495,67.52546,1,0
20180815T0000,59.68495,80.708954,70.8367,0,0
20180816T0000,63.05095,84.99295,74.380455,0,0
20180817T0000,65.82295,81.89696,72.5572,8.200001,0
20180818T0000,62.02495,81.33895,72.056206,0,0
20180819T0000,64.61695,84.74095,74.730705,0,0
20180820T0000,66.974945,85.262955,75.87295,0,0
20180821T0000,64.760956,85.80295,76.03496,0,0
20180822T0000,68.34296,88.10695,78.5722,0,0
20180823T0000,70.97095,87.872955,77.9602,0.2,0
20180824T0000,62.72695,75.20095,69.1552,0.4,0
20180825T0000,51.60295,63.64495,58.950703,1.2,0
20180826T0000,47.78695,68.612946,58.25395,0,0
20180827T0000,54.15895,77.34295,66.01495,0,0
20180828T0000,62.996952,82.22095,72.35694,0,0
20180829T0000,63.28495,84.92095,72.96145,0.4,0
20180830T0000,60.11695,71.02495,65.2627,0.1,0
20180831T0000,56.012955,62.43895,58.217957,21.400002,0
20180901T0000,55.68895,66.50695,60.45145,0.70000005,0
20180902T0000,52.84495,69.224945,60.323208,3.6000001,0
20180903T0000,55.238953,71.31295,63.857193,0,0
20180904T0000,56.80495,75.77695,66.26246,0,0
20180905T0000,58.96495,79.89896,69.10195,0,0
20180906T0000,61.88095,78.458954,68.35046,2.1,0
20180907T0000,60.87295,73.74295,66.3442,1.7,0
20180908T0000,55.364952,74.58895,65.41944,0,0
20180909T0000,58.334953,79.82695,69.0757,0,0
20180910T0000,61.826954,83.73295,72.73419,0,0
20180911T0000,64.958954,85.19095,74.31295,0,0
20180912T0000,62.690952,86.36095,75.32395,0,0
20180913T0000,62.79895,81.680954,70.2097,5.9,0
20180914T0000,60.36895,72.176956,65.6977,0,0
20180915T0000,56.71495,72.96895,64.397194,0,0
20180916T0000,52.26895,79.39495,66.712456,0,0
20180917T0000,63.46495,81.41095,71.41946,0,0
20180918T0000,60.74695,83.40895,72.89921,0,0
20180919T0000,64.32895,83.57095,73.8157,0,0
20180920T0000,65.78695,83.30095,73.834435,0,0
20180921T0000,59.954952,82.52695,70.433205,0.1,0
20180922T0000,52.898952,69.94495,62.1022,0,0
20180923T0000,53.74495,80.87096,69.83695,6,0
20180924T0000,45.69895,60.99895,53.258198,0.1,0
20180925T0000,39.34495,62.54695,50.861954,0,0
20180926T0000,41.36095,69.71095,55.510452,0,0
20180927T0000,51.85495,75.25495,63.33295,0,0
20180928T0000,57.50695,74.35495,64.5937,0,0
20180929T0000,44.85295,68.46895,56.06395,0,0
20180930T0000,45.15895,74.48095,60.1012,2.5,0
20181001T0000,44.83495,59.072952,53.1262,2.5000002,0
20181002T0000,40.334953,59.64895,49.38145,0,0
20181003T0000,52.71895,64.49095,57.473957,0.1,0
20181004T0000,47.750954,68.03695,56.791454,0,0
20181005T0000,47.606953,74.85895,61.690456,0,0
20181006T0000,55.09495,77.55895,65.9107,0,0
20181007T0000,55.760952,67.55095,61.57195,0,0
20181008T0000,49.78495,69.38695,58.74295,0,0
20181009T0000,53.762955,72.500946,62.5222,0,0
20181010T0000,54.28495,75.27295,62.858948,0,0
20181011T0000,53.15095,74.624954,63.141705,0,0
20181012T0000,56.516953,78.74695,66.90445,0,0
20181013T0000,56.912952,77.000946,65.60695,0,0
20181014T0000,56.48095,74.76895,64.52845,0,0
20181015T0000,49.60495,73.27495,60.339703,0,0
20181016T0000,50.486954,73.67095,61.452694,0,0
20181017T0000,53.56495,71.90695,62.60995,0,0
20181018T0000,54.392952,74.17495,60.9577,0,0
20181019T0000,50.252953,67.22695,56.3797,0,0
20181020T0000,47.570953,66.30895,55.124207,0,0
20181021T0000,45.752953,64.54495,52.722702,0,0
20181022T0000,37.92295,61.55695,48.468708,0,0
20181023T0000,42.710953,63.266953,51.431957,0,0
20181024T0000,51.98095,61.664955,55.300457,0,0
20181025T0000,49.100952,65.85895,55.50146,0,0
20181026T0000,45.266953,60.404953,53.50945,0,0
20181027T0000,43.03495,53.114952,47.279205,9.799999,0
20181028T0000,40.946953,46.760952,43.08745,5.2,0
20181029T0000,37.34695,59.68495,45.196445,0.2,0
20181030T0000,38.28295,50.75695,43.819454,0,0
20181031T0000,34.808952,60.710953,46.852448,0,0
20181101T0000,43.95295,57.93895,50.296448,2.7,0
20181102T0000,47.80495,57.83095,51.921703,0,0
20181103T0000,45.89695,58.892952,50.412704,0.1,0
20181104T0000,42.94495,62.258953,51.10645,0,0
20181105T0000,47.606953,63.28495,54.00519,0,0
20181106T0000,46.598953,64.94095,53.669956,0,0
20181107T0000,46.598953,61.988953,55.4752,2,0
20181108T0000,47.084953,58.31695,52.463947,0.6,0
20181109T0000,46.994953,62.654953,54.128952,0,0
20181110T0000,43.57495,63.03295,53.582947,0.3,0
20181111T0000,50.10895,65.51695,57.11995,1.7,0
20181112T0000,49.40695,65.55295,55.64546,0,0
20181113T0000,49.820953,59.88295,53.990955,0.1,0
20181114T0000,45.05095,59.39695,50.638447,0,0
20181115T0000,38.696953,55.724953,47.154697,0,0
20181116T0000,36.878952,50.68495,43.42195,0,0
20181117T0000,31.208952,47.31895,38.529705,0,0
20181118T0000,28.796951,42.584953,34.96945,0,0
20181119T0000,26.456951,40.51495,34.059704,0.3,0.21000001
20181120T0000,28.580952,46.02295,35.193703,0,0
20181121T0000,33.15295,46.14895,39.051704,0,0
20181122T0000,38.19295,51.08095,43.1017,0,0
20181123T0000,33.63895,50.234955,42.5257,2.4,0
20181124T0000,41.57695,53.72695,47.288197,0,0
20181125T0000,36.53695,50.252953,43.14295,0.1,0
20181126T0000,40.06495,44.81695,42.28045,0.5,0
20181127T0000,39.25495,44.04295,41.595703,2.3,0
20181128T0000,35.06095,50.360954,42.65995,0,0
20181129T0000,37.850952,56.93095,47.072956,0,0
20181130T0000,44.168953,50.99095,47.145706,2.9,0
20181201T0000,40.37095,51.60295,45.779953,0,0
20181202T0000,48.03895,56.62495,52.435455,2.3000002,0
20181203T0000,52.790955,59.972954,55.961956,6.8999996,0
20181204T0000,45.64495,52.988953,50.263447,0.5,0
20181205T0000,44.960953,56.85895,49.741444,0,0
20181206T0000,47.46295,55.58095,52.3582,0.4,0
20181207T0000,45.23095,56.40895,52.265198,1,0
20181208T0000,40.80295,48.38095,44.6557,0.6,0
20181209T0000,45.24895,48.524952,46.844196,3.2000003,0
20181210T0000,38.08495,44.654953,41.507202,0.2,0
20181211T0000,33.836952,41.54095,38.292706,0.8,0
20181212T0000,30.794952,42.404953,34.625202,0,0
20181213T0000,28.13095,38.62495,31.893707,0,0
20181214T0000,25.70095,36.33895,29.907701,0,0
20181215T0000,28.382952,36.572952,31.923704,0,0
20181216T0000,33.224953,46.34695,40.433205,3.7000003,0
20181217T0000,34.988953,46.74295,40.059704,0.3,0
20181218T0000,31.892952,45.55495,36.8272,0,0
20181219T0000,34.75495,46.562954,43.124203,10.500001,0
20181220T0000,39.488953,50.378952,44.255203,0.2,0
20181221T0000,43.07095,53.92495,48.970448,0.8,0
20181222T0000,50.126953,54.878952,52.442947,0.3,0
20181223T0000,46.61695,55.97695,51.58045,0.3,0
20181224T0000,35.45695,54.30295,46.394955,7.9,0
20181225T0000,33.17095,41.66695,35.829704,0,0
20181226T0000,29.354952,41.10895,34.292202,0,0
20181227T0000,31.874952,47.012955,39.12595,0,0
20181228T0000,36.21295,46.29295,41.8387,0,0
20181229T0000,33.17095,39.362953,35.5357,0,0
20181230T0000,36.46495,43.16095,39.694447,0,0
20181231T0000,39.25495,46.238953,42.4102,0,0
20190101T0000,38.912952,44.780952,40.711456,0.4,0
20190102T0000,32.14495,40.190952,35.9407,0,0
20190103T0000,29.030952,36.89695,32.093952,0,0
20190104T0000,29.300951,40.53295,34.141453,0,0
20190105T0000,32.468952,37.58095,35.4082,1.8,0.07
20190106T0000,34.322952,41.82895,37.451958,0.6,0.14
20190107T0000,34.142952,40.190952,37.1182,0,0
20190108T0000,36.28495,42.440952,39.819702,2,0.35
20190109T0000,32.864952,38.75095,36.5947,0.4,0.28
20190110T0000,29.606953,36.86095,32.67445,0.2,0.14
20190111T0000,29.300951,38.66095,33.035206,0.2,0.14
20190112T0000,35.168953,42.260952,38.599453,0.4,0
20190113T0000,40.65895,45.82495,43.57495,7.7999997,0
20190114T0000,39.002953,44.87095,41.852947,2.8000002,0
20190115T0000,32.306953,43.75495,37.955196,0,0
20190116T0000,32.23495,51.00895,39.599953,0,0
20190117T0000,36.71695,46.904953,42.837696,0.1,0
20190118T0000,28.364952,39.03895,33.9577,1.4000001,0.98
20190119T0000,29.31895,37.04095,33.0607,0,0
20190120T0000,30.97495,43.61095,37.385197,0,0
20190121T0000,29.40895,36.050953,32.22145,0,0
20190122T0000,27.788952,38.01295,31.304949,0,0
20190123T0000,30.722952,40.55095,34.224705,0,0
20190124T0000,25.250952,33.02695,29.27395,0.4,0.28
20190125T0000,26.960953,33.69295,30.383204,0,0
20190126T0000,32.59495,47.28295,40.113697,1.1,0.07
20190127T0000,36.806953,49.60495,42.983948,0,0
20190128T0000,34.286953,38.44495,36.105698,1.6,1.12
20190129T0000,30.68695,41.30695,35.371456,0,0
20190130T0000,31.442951,37.00495,34.481953,0.5,0.35000002
20190131T0000,27.932951,44.348953,35.471203,0.3,0
20190201T0000,39.93895,47.642952,43.281704,4.7000003,0
20190202T0000,38.57095,48.21895,42.187454,0,0
20190203T0000,30.38095,38.76895,35.23795,0,0
20190204T0000,27.032951,41.93695,33.316456,0,0
20190205T0000,32.84695,43.79095,36.475452,0,0
20190206T0000,30.164951,44.97895,36.814457,0,0
20190207T0000,34.070953,51.31495,41.141193,2.6,0
20190208T0000,34.35895,47.984955,40.55245,0,0
20190209T0000,41.59495,52.772953,47.367695,0,0
20190210T0000,39.398952,54.53695,47.297947,3.6999998,0
20190211T0000,34.286953,42.926952,38.738956,0.4,0.14
20190212T0000,33.42295,45.68095,38.694706,0,0
20190213T0000,31.37095,51.38695,39.724453,0,0
20190214T0000,33.56695,55.65295,42.346447,0,0
20190215T0000,31.208952,57.09295,42.366703,0,0
20190216T0000,38.28295,59.072952,46.891445,0,0
20190217T0000,41.10895,60.81895,48.94195,0,0
20190218T0000,38.85895,55.598953,47.882202,0,0
20190219T0000,39.25495,56.67895,47.188446,0,0
20190220T0000,40.42495,57.362953,48.8947,0,0
20190221T0000,41.162952,61.016953,50.1622,0,0
20190222T0000,45.35695,55.27495,49.067196,0.1,0
20190223T0000,35.74495,56.24695,44.668446,0,0
20190224T0000,32.59495,53.078953,41.5567,0,0
20190225T0000,36.19495,55.706955,44.822205,0,0
20190226T0000,37.09495,59.32495,48.76045,0,0
20190227T0000,39.72295,61.21495,50.690205,0,0
20190228T0000,42.54895,62.31295,52.3102,0,0
20190301T0000,42.926952,50.378952,47.210205,1,0
20190302T0000,38.912952,55.778954,47.2327,0.1,0
20190303T0000,40.29895,60.87295,50.623455,0,0
20190304T0000,41.66695,55.27495,49.57121,2.1,0
20190305T0000,38.642952,54.176952,45.995197,0,0
